borough_ord,age_ord,folplc_ord,percent,dur,ID,traj,fit,se.fit
Tameside,26-45,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1518.755627997074,78.07716568900504
Trafford,26-45,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1437.1673513140504,79.0637131344377
Wigan,26-45,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1465.281577607479,77.40295823479393
Bolton,46-65,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1595.727428210837,76.01650057406525
Bury,46-65,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1577.4073181448546,81.44739998380945
Manchester,46-65,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1502.9010859750326,75.66707952130463
Oldham,46-65,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1571.9258102391004,77.41811468165093
Rochdale,46-65,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1627.539272273948,76.08696060465141
Salford,46-65,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1489.8779331525573,77.57649678640874
Stockport,46-65,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1564.0087862219273,77.92275694377128
Tameside,46-65,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1587.5921781689326,78.5784777264476
Trafford,46-65,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1506.0039014859087,78.20975214923708
Wigan,46-65,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1534.1181277793373,76.20692050356844
Bolton,66+,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1643.194495492865,77.17166377955816
Bury,66+,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1624.8743854268828,82.49958138957358
Manchester,66+,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1550.3681532570606,77.48862019641273
Oldham,66+,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1619.3928775211286,77.62213982686951
Rochdale,66+,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1675.006339555976,76.98609885199934
Salford,66+,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1537.3450004345855,79.22191723162196
Stockport,66+,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1611.4758535039555,79.65877322593998
Tameside,66+,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1635.0592454509606,79.46800686735372
Trafford,66+,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1553.470968767937,80.66210742154388
Wigan,66+,apical,23.6734693877551,0.1651312202852615,187_TRA_M_18,3,1581.5851950613655,78.1979513210861
Bolton,18-25,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1453.713289562391,74.45713047616398
Bury,18-25,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1432.3813845944544,81.38362828487826
Manchester,18-25,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1359.3499152316735,75.2829277322065
Oldham,18-25,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1427.971812520553,76.11846487182531
Rochdale,18-25,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1484.9213762882562,75.94234049315814
Salford,18-25,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1345.1499775520833,78.13811880867944
Stockport,18-25,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1420.5101350581267,76.14971074488133
Tameside,18-25,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1442.829658112709,78.63157453929749
Trafford,18-25,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1361.1974581139539,78.33245853610909
Wigan,18-25,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1390.5814493993666,75.54409097806086
Bolton,26-45,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1528.0384142418984,73.00576078908391
Bury,26-45,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1506.7065092739617,79.43474700699049
Manchester,26-45,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1433.6750399111809,73.05342919850897
Oldham,26-45,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1502.2969372000603,73.8109731818521
Rochdale,26-45,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1559.2465009677635,73.42923432101706
Salford,26-45,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1419.4751022315907,75.12963252316489
Stockport,26-45,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1494.835259737634,75.71861178402371
Tameside,26-45,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1517.1547827922163,75.11172879872561
Trafford,26-45,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1435.5225827934612,76.08603926255243
Wigan,26-45,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1464.906574078874,74.40725895657484
Bolton,46-65,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1598.1144596167699,73.0688044325138
Bury,46-65,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1576.782554648833,78.4401350745436
Manchester,46-65,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1503.7510852860523,72.6916424399619
Oldham,46-65,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1572.3729825749315,74.45117267003492
Rochdale,46-65,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1629.322546342635,73.11162384683908
Salford,46-65,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1489.5511476064619,74.56914082989579
Stockport,46-65,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1564.9113051125053,74.91273190070682
Tameside,46-65,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1587.2308281670878,75.60162016835656
Trafford,46-65,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1505.5986281683324,75.23201090018024
Wigan,46-65,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1534.9826194537452,73.22085633736668
Bolton,66+,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1646.3523721708327,74.21344329584238
Bury,66+,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1625.020467202896,79.48015564486326
Manchester,66+,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1551.9889978401152,74.49477938429013
Oldham,66+,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1620.6108951289946,74.65485814443254
Rochdale,66+,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1677.5604588966978,74.00381603293391
Salford,66+,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1537.789060160525,76.19756018650966
Stockport,66+,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1613.1492176665683,76.63066651416116
Tameside,66+,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1635.4687407211507,76.48328216611488
Trafford,66+,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1553.8365407223955,77.66276109041617
Wigan,66+,apical,24.89795918367347,0.1651312202852615,187_TRA_M_18,3,1583.2205320078083,75.18840157919585
Bolton,18-25,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1454.7487196554514,71.97182505807444
Bury,18-25,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1430.4050201743994,78.80567261559405
Manchester,18-25,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1358.7671627654538,72.75898854668598
Oldham,18-25,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1427.0673846179534,73.6053766484226
Rochdale,18-25,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1485.3469278388295,73.41643685130717
Salford,18-25,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1343.3813441009,75.5757550008143
Stockport,18-25,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1419.9865345352289,73.60607514204405
Tameside,18-25,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1441.1167053971262,76.09192310612272
Trafford,18-25,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1359.4405831896906,75.7934329290558
Wigan,18-25,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1390.2772702817786,73.01274989814155
Bolton,26-45,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1529.184992968047,70.51772679736624
Bury,26-45,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1504.841293486995,76.86559542529186
Manchester,26-45,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1433.2034360780494,70.53582651308434
Oldham,26-45,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1501.503657930549,71.3053724819642
Rochdale,26-45,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1559.7832011514251,70.91291398824718
Salford,26-45,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1417.8176174134956,72.5815910963481
Stockport,26-45,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1494.4228078478245,73.16333118447835
Tameside,26-45,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1515.5529787097219,72.59297869053702
Trafford,26-45,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1433.8768565022863,73.55441464820817
Wigan,26-45,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1464.7135435943742,71.87028749391844
Bolton,46-65,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1600.5125183377038,70.57523787009276
Bury,46-65,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1576.1688188566516,75.87954935918869
Manchester,46-65,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1504.5309614477062,70.17432546589049
Oldham,46-65,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1572.8311833002056,71.93374715336799
Rochdale,46-65,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1631.110726521082,70.5940176134736
Salford,46-65,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1489.145142783152,72.02531484203337
Stockport,46-65,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1565.750333217481,72.36240220068635
Tameside,46-65,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1586.8805040793786,73.07405755836758
Trafford,46-65,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1505.2043818719428,72.7032895314927
Wigan,46-65,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1536.0410689640307,70.6951914164538
Bolton,66+,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1649.5034748515723,71.70677514281134
Bury,66+,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1625.1597753705203,76.90524931611623
Manchester,66+,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1553.5219179615747,71.95749136683979
Oldham,66+,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1621.8221398140743,72.13635660511177
Rochdale,66+,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1680.1016830349504,71.47754838020205
Salford,66+,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1538.1360992970208,73.63603271369215
Stockport,66+,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1614.7412897313498,74.06074188879258
Tameside,66+,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1635.871460593247,73.94627414175562
Trafford,66+,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1554.1953383858115,75.11034467523606
Wigan,66+,apical,26.122448979591837,0.1651312202852615,187_TRA_M_18,3,1585.0320254778994,72.63854607146865
Bolton,18-25,apical,27.346938775510203,0.1651312202852615,187_TRA_M_18,3,1455.7829528921268,69.95707857304407
Bury,18-25,apical,27.346938775510203,0.1651312202852615,187_TRA_M_18,3,1428.4274593840082,76.68877403665583
Manchester,18-25,apical,27.346938775510203,0.1651312202852615,187_TRA_M_18,3,1358.0817753623903,70.70898026970019
Oldham,18-25,apical,27.346938775510203,0.1651312202852615,187_TRA_M_18,3,1426.1617612020211,71.55780130411138
Rochdale,18-25,apical,27.346938775510203,0.1651312202852615,187_TRA_M_18,3,1485.7636310264672,71.3634754847009
Salford,18-25,apical,27.346938775510203,0.1651312202852615,187_TRA_M_18,3,1341.4987055530628,73.49310885512101
